['diagnoses', 'stimulates', 'affects', 'complicates']
['part_of', 'disrupts', 'inhibits', 'occurs_in']
['part_of', 'inhibits', 'same_as', 'prevents']
['part_of', 'causes', 'diagnoses', 'associated_with']
['part_of', 'affects', 'prevents', 'stimulates']
['part_of', 'treats', 'complicates', 'associated_with']
['part_of', 'produces', 'part_of', 'complicates']
['part_of', 'part_of', 'location_of', 'complicates']
['part_of', 'produces', 'same_as', 'occurs_in']
['part_of', 'disrupts', 'diagnoses', 'interacts_with']
['part_of', 'associated_with', 'complicates', 'occurs_in']
['part_of', 'isa', 'interacts_with', 'complicates']
['part_of', 'interacts_with', 'interacts_with', 'affects']
['part_of', 'compared_with', 'interacts_with', 'stimulates']
['part_of', 'associated_with', 'stimulates', 'augments']
['part_of', 'affects', 'part_of', 'coexists_with']
['part_of', 'inhibits', 'associated_with', 'affects']
['part_of', 'isa', 'inhibits']
['part_of', 'part_of', 'prevents', 'compared_with']
['part_of', 'treats', 'diagnoses', 'part_of']
['part_of', 'stimulates', 'diagnoses', 'produces']
['part_of', 'produces', 'inhibits', 'inhibits']
['part_of', 'diagnoses', 'coexists_with', 'augments']
['part_of', 'augments', 'compared_with', 'coexists_with']
['part_of', 'affects', 'produces', 'occurs_in']
['part_of', 'causes', 'coexists_with']
['part_of', 'part_of', 'causes', 'prevents']
['part_of', 'occurs_in', 'affects', 'augments']
['part_of', 'diagnoses', 'isa', 'part_of']
['part_of', 'location_of', 'stimulates', 'location_of']
['part_of', 'produces', 'coexists_with']
['part_of', 'compared_with', 'causes', 'diagnoses']
['part_of', 'augments', 'compared_with', 'diagnoses']
['part_of', 'isa', 'occurs_in', 'inhibits']
['part_of', 'location_of', 'coexists_with']
['part_of', 'inhibits', 'treats', 'produces']
['part_of', 'prevents']
['part_of', 'part_of', 'affects']
['part_of', 'treats', 'inhibits', 'occurs_in']
['part_of', 'part_of', 'occurs_in', 'complicates']
['part_of', 'disrupts', 'location_of', 'complicates']
['part_of', 'complicates']
['part_of']
['part_of', 'coexists_with', 'affects']
['part_of', 'prevents', 'complicates', 'treats']
['part_of', 'compared_with', 'causes', 'complicates']
['part_of', 'prevents', 'compared_with', 'part_of']
['part_of', 'disrupts']
['part_of', 'interacts_with', 'isa', 'prevents']
['part_of', 'disrupts', 'complicates', 'complicates']
['part_of', 'part_of']
['part_of', 'treats', 'coexists_with', 'part_of']
['part_of', 'complicates', 'stimulates', 'same_as']
['part_of', 'diagnoses', 'complicates', 'associated_with']
['part_of', 'coexists_with', 'coexists_with', 'same_as']
['part_of', 'associated_with', 'compared_with', 'part_of']
['part_of', 'same_as', 'complicates', 'treats']
['part_of', 'associated_with', 'occurs_in', 'coexists_with']
['part_of', 'location_of', 'compared_with', 'coexists_with']
['part_of', 'stimulates', 'part_of', 'affects']
['part_of', 'interacts_with', 'augments', 'associated_with']
['part_of', 'complicates', 'diagnoses', 'compared_with']
['part_of', 'affects']
['part_of', 'diagnoses', 'location_of', 'augments']
['part_of', 'inhibits', 'part_of', 'prevents']
['part_of', 'location_of', 'part_of', 'coexists_with']
['part_of', 'associated_with', 'augments', 'complicates']
['part_of', 'prevents', 'part_of', 'complicates']
['part_of', 'augments', 'affects', 'stimulates']
['part_of', 'inhibits', 'part_of', 'isa']
['part_of', 'stimulates', 'augments', 'stimulates']
['part_of', 'treats', 'coexists_with', 'compared_with']
['part_of', 'prevents', 'coexists_with', 'occurs_in']
['part_of', 'augments', 'stimulates', 'coexists_with']
['part_of', 'complicates', 'location_of', 'complicates']
['part_of', 'causes', 'causes', 'causes']
['part_of', 'associated_with', 'disrupts', 'inhibits']
['part_of', 'produces', 'inhibits', 'isa']
['part_of', 'prevents', 'augments', 'diagnoses']
['part_of', 'interacts_with', 'prevents', 'treats']
['location_of', 'coexists_with', 'diagnoses', 'isa']
['location_of', 'location_of', 'occurs_in', 'causes']
['location_of', 'causes', 'augments', 'inhibits']
['location_of', 'augments', 'stimulates', 'augments']
['location_of', 'part_of', 'part_of', 'augments']
['location_of', 'associated_with', 'compared_with', 'produces']
['location_of', 'interacts_with', 'disrupts', 'coexists_with']
['location_of', 'location_of', 'complicates', 'disrupts']
['location_of', 'prevents', 'inhibits', 'associated_with']
['location_of', 'augments', 'causes', 'same_as']
['location_of', 'occurs_in', 'augments', 'associated_with']
['location_of', 'complicates', 'affects', 'treats']
['location_of', 'stimulates', 'complicates', 'prevents']
['location_of', 'produces', 'inhibits', 'part_of']
['location_of', 'interacts_with', 'produces', 'treats']
['location_of', 'diagnoses', 'compared_with', 'interacts_with']
['location_of', 'causes', 'occurs_in', 'disrupts']
['location_of', 'disrupts', 'associated_with', 'complicates']
['location_of', 'occurs_in', 'inhibits', 'coexists_with']
['location_of', 'part_of', 'disrupts', 'associated_with']
['location_of', 'disrupts', 'interacts_with', 'complicates']
['location_of', 'associated_with', 'interacts_with', 'complicates']
['location_of', 'affects', 'location_of', 'disrupts']
['location_of', 'part_of', 'treats', 'causes']
['location_of', 'associated_with', 'prevents', 'inhibits']
['location_of', 'associated_with', 'prevents', 'compared_with']
['location_of', 'treats', 'compared_with', 'coexists_with']
['location_of', 'occurs_in', 'augments', 'diagnoses']
['location_of', 'affects', 'augments', 'location_of']
['location_of', 'stimulates', 'prevents', 'produces']
['location_of', 'diagnoses', 'prevents', 'stimulates']
['location_of', 'inhibits', 'causes', 'inhibits']
['location_of', 'disrupts', 'coexists_with', 'causes']
['location_of', 'disrupts', 'compared_with', 'location_of']
['location_of', 'treats', 'same_as', 'diagnoses']
['location_of', 'inhibits', 'inhibits', 'treats']
['location_of', 'produces', 'affects', 'same_as']
['location_of', 'augments', 'prevents']
['location_of', 'isa', 'associated_with', 'same_as']
['location_of', 'occurs_in', 'affects', 'complicates']
['location_of', 'augments']
['location_of', 'causes', 'associated_with', 'inhibits']
['location_of', 'coexists_with', 'compared_with']
['location_of', 'disrupts', 'diagnoses', 'location_of']
['location_of', 'compared_with', 'interacts_with', 'diagnoses']
['location_of', 'complicates']
['location_of', 'interacts_with', 'part_of', 'stimulates']
['location_of', 'isa', 'disrupts', 'treats']
['location_of', 'coexists_with']
['location_of', 'inhibits', 'coexists_with', 'prevents']
['location_of', 'isa', 'prevents', 'part_of']
['location_of', 'compared_with', 'diagnoses', 'produces']
['location_of', 'affects', 'location_of', 'same_as']
['location_of', 'causes', 'produces', 'associated_with']
['location_of', 'causes', 'compared_with', 'inhibits']
['location_of', 'produces', 'interacts_with', 'produces']
['location_of', 'prevents']
['location_of', 'same_as', 'causes', 'associated_with']
['location_of', 'augments', 'produces']
['location_of']
['location_of', 'associated_with', 'location_of', 'coexists_with']
['location_of', 'causes', 'prevents', 'stimulates']
['location_of', 'prevents', 'part_of', 'same_as']
['location_of', 'causes', 'disrupts', 'coexists_with']
['location_of', 'augments', 'same_as', 'isa']
['location_of', 'produces', 'inhibits', 'inhibits']
['location_of', 'occurs_in', 'interacts_with', 'location_of']
['location_of', 'augments', 'prevents', 'location_of']
['location_of', 'location_of', 'part_of', 'location_of']
['location_of', 'inhibits', 'coexists_with', 'causes']
['location_of', 'diagnoses', 'complicates', 'location_of']
['location_of', 'augments', 'interacts_with', 'complicates']
['location_of', 'treats', 'stimulates', 'causes']
['location_of', 'compared_with', 'prevents', 'isa']
['location_of', 'inhibits', 'occurs_in']
['location_of', 'compared_with', 'disrupts', 'isa']
['location_of', 'produces', 'produces', 'complicates']
['location_of', 'affects', 'diagnoses', 'disrupts']
['location_of', 'produces', 'augments', 'compared_with']
['location_of', 'augments', 'coexists_with', 'stimulates']
['location_of', 'compared_with', 'coexists_with', 'occurs_in']
['location_of', 'coexists_with', 'location_of', 'coexists_with']
['location_of', 'produces', 'compared_with', 'stimulates']
['location_of', 'diagnoses', 'disrupts', 'diagnoses']
['location_of', 'interacts_with', 'causes', 'produces']
['location_of', 'compared_with', 'diagnoses', 'affects']
['location_of', 'disrupts', 'disrupts', 'occurs_in']
['location_of', 'occurs_in', 'isa', 'isa']
['location_of', 'location_of', 'same_as', 'diagnoses']
['location_of', 'prevents', 'occurs_in', 'prevents']
['location_of', 'causes', 'affects', 'disrupts']
['location_of', 'occurs_in', 'diagnoses', 'prevents']
['location_of', 'compared_with', 'part_of', 'isa']
['location_of', 'isa', 'compared_with', 'stimulates']
['location_of', 'location_of', 'produces', 'stimulates']
['location_of', 'same_as', 'stimulates', 'occurs_in']
