['diagnoses', 'produces', 'location_of', 'inhibits']
['isa', 'affects', 'prevents', 'disrupts']
['isa', 'coexists_with']
['isa', 'interacts_with', 'augments', 'disrupts']
['isa', 'complicates', 'isa', 'affects']
['isa', 'treats', 'treats', 'stimulates']
['isa', 'augments', 'causes', 'augments']
['isa', 'interacts_with', 'treats', 'occurs_in']
['isa', 'complicates', 'compared_with', 'disrupts']
['isa', 'compared_with', 'location_of', 'prevents']
['isa', 'produces', 'diagnoses', 'occurs_in']
['isa', 'treats', 'stimulates', 'occurs_in']
['isa', 'disrupts', 'complicates']
['isa', 'inhibits', 'affects', 'stimulates']
['isa', 'part_of', 'stimulates', 'produces']
['isa']
['isa', 'part_of']
['isa', 'augments', 'coexists_with', 'same_as']
['isa', 'coexists_with', 'location_of', 'inhibits']
['isa', 'interacts_with', 'coexists_with', 'diagnoses']
['isa', 'compared_with', 'prevents', 'compared_with']
['isa', 'affects', 'occurs_in', 'occurs_in']
['isa', 'isa', 'augments', 'part_of']
['isa', 'location_of', 'interacts_with', 'produces']
['isa', 'coexists_with', 'location_of', 'location_of']
['isa', 'augments', 'compared_with', 'part_of']
['isa', 'produces', 'location_of', 'isa']
['isa', 'affects', 'location_of', 'augments']
['isa', 'causes', 'stimulates', 'treats']
['isa', 'augments', 'produces', 'compared_with']
['isa', 'interacts_with', 'compared_with', 'augments']
['isa', 'inhibits', 'diagnoses', 'affects']
['isa', 'affects', 'part_of', 'location_of']
['isa', 'occurs_in', 'interacts_with', 'same_as']
['isa', 'stimulates', 'stimulates', 'augments']
['isa', 'prevents', 'stimulates', 'diagnoses']
['isa', 'causes', 'complicates', 'treats']
['isa', 'location_of', 'interacts_with', 'occurs_in']
['isa', 'interacts_with', 'treats', 'inhibits']
['isa', 'disrupts', 'occurs_in', 'location_of']
['isa', 'part_of', 'disrupts', 'location_of']
['isa', 'interacts_with', 'augments', 'associated_with']
['isa', 'same_as', 'inhibits', 'produces']
['isa', 'stimulates', 'complicates', 'coexists_with']
['isa', 'inhibits', 'affects', 'augments']
['isa', 'compared_with', 'location_of', 'disrupts']
['isa', 'augments', 'affects', 'compared_with']
['isa', 'augments', 'same_as', 'augments']
['isa', 'same_as', 'treats', 'prevents']
['isa', 'complicates', 'isa', 'complicates']
['isa', 'causes', 'compared_with', 'location_of']
['isa', 'occurs_in', 'affects', 'augments']
['part_of', 'compared_with', 'stimulates', 'part_of']
['part_of', 'isa', 'coexists_with', 'occurs_in']
['part_of', 'disrupts', 'treats', 'occurs_in']
['part_of', 'interacts_with', 'stimulates', 'stimulates']
['part_of', 'associated_with', 'associated_with', 'disrupts']
['part_of', 'causes', 'location_of', 'occurs_in']
['part_of', 'inhibits', 'location_of', 'isa']
['part_of', 'augments', 'augments']
['part_of', 'inhibits', 'causes', 'augments']
['part_of', 'affects', 'diagnoses']
['part_of', 'compared_with', 'part_of', 'diagnoses']
['part_of', 'augments', 'same_as', 'part_of']
['part_of', 'inhibits', 'coexists_with', 'isa']
['part_of', 'coexists_with', 'disrupts', 'produces']
['part_of', 'occurs_in', 'compared_with', 'prevents']
['part_of', 'interacts_with', 'stimulates', 'isa']
['part_of', 'coexists_with', 'causes', 'location_of']
['part_of', 'coexists_with', 'associated_with', 'part_of']
['part_of', 'part_of', 'associated_with', 'prevents']
['part_of', 'produces']
['part_of', 'inhibits', 'occurs_in', 'same_as']
['part_of', 'causes', 'causes', 'location_of']
['part_of', 'occurs_in', 'affects', 'complicates']
['part_of', 'produces', 'isa', 'stimulates']
['part_of', 'same_as', 'same_as', 'stimulates']
['part_of', 'causes', 'complicates', 'coexists_with']
['part_of', 'prevents', 'same_as', 'treats']
['part_of', 'same_as', 'affects', 'interacts_with']
['part_of', 'augments', 'part_of', 'causes']
['part_of', 'part_of', 'coexists_with', 'produces']
['part_of', 'same_as', 'inhibits', 'compared_with']
['part_of', 'causes', 'prevents', 'coexists_with']
['part_of', 'part_of', 'diagnoses', 'compared_with']
['part_of', 'treats', 'diagnoses', 'augments']
['part_of', 'treats', 'complicates', 'prevents']
['part_of', 'augments', 'part_of', 'isa']
['part_of', 'prevents', 'compared_with', 'diagnoses']
['part_of', 'causes', 'disrupts', 'associated_with']
['part_of', 'causes', 'location_of', 'coexists_with']
['part_of', 'diagnoses', 'compared_with', 'stimulates']
['part_of', 'augments', 'stimulates', 'complicates']
['part_of', 'causes', 'disrupts', 'diagnoses']
['part_of', 'compared_with', 'disrupts', 'affects']
['part_of', 'location_of', 'disrupts', 'diagnoses']
['part_of', 'inhibits', 'affects', 'produces']
['part_of', 'prevents']
['part_of', 'complicates', 'augments', 'stimulates']
['part_of', 'location_of', 'isa', 'stimulates']
['part_of', 'disrupts', 'interacts_with', 'diagnoses']
['part_of', 'location_of', 'prevents', 'isa']
['part_of', 'compared_with', 'stimulates', 'produces']
['part_of', 'inhibits', 'interacts_with', 'occurs_in']
['part_of']
['part_of', 'coexists_with', 'affects']
['part_of', 'occurs_in', 'occurs_in', 'causes']
['part_of', 'diagnoses', 'associated_with', 'associated_with']
['part_of', 'disrupts', 'occurs_in', 'same_as']
['part_of', 'coexists_with', 'interacts_with', 'treats']
['part_of', 'coexists_with', 'diagnoses', 'augments']
['part_of', 'augments', 'part_of', 'prevents']
['part_of', 'same_as', 'coexists_with', 'affects']
['part_of', 'isa', 'prevents', 'inhibits']
['part_of', 'coexists_with', 'location_of', 'associated_with']
['part_of', 'diagnoses', 'compared_with', 'coexists_with']
['part_of', 'part_of', 'isa', 'interacts_with']
['part_of', 'diagnoses', 'produces', 'disrupts']
['part_of', 'diagnoses', 'affects', 'causes']
['part_of', 'inhibits', 'stimulates', 'occurs_in']
['part_of', 'same_as', 'complicates', 'same_as']
['part_of', 'prevents', 'isa', 'compared_with']
['part_of', 'coexists_with', 'treats', 'prevents']
['part_of', 'isa', 'associated_with', 'causes']
['part_of', 'disrupts', 'inhibits']
['part_of', 'produces', 'part_of', 'interacts_with']
['part_of', 'causes', 'diagnoses', 'augments']
['part_of', 'part_of', 'augments', 'prevents']
['part_of', 'part_of', 'inhibits', 'affects']
['part_of', 'compared_with', 'part_of', 'complicates']
['part_of', 'complicates', 'associated_with', 'stimulates']
['part_of', 'interacts_with', 'prevents', 'occurs_in']
['part_of', 'part_of', 'inhibits', 'coexists_with']
['part_of', 'treats', 'occurs_in', 'coexists_with']
['part_of', 'stimulates', 'associated_with', 'inhibits']
['part_of', 'produces', 'occurs_in', 'occurs_in']
['part_of', 'interacts_with', 'same_as', 'occurs_in']
['part_of', 'inhibits', 'part_of', 'augments']
['part_of', 'augments', 'interacts_with', 'diagnoses']
['part_of', 'inhibits', 'augments', 'inhibits']
['part_of', 'part_of', 'produces', 'location_of']
['part_of', 'prevents', 'inhibits', 'isa']
['part_of', 'complicates', 'affects', 'location_of']
['part_of', 'same_as', 'diagnoses', 'stimulates']
['part_of', 'stimulates', 'location_of', 'stimulates']
['part_of', 'occurs_in', 'inhibits', 'complicates']
['part_of', 'compared_with', 'treats', 'part_of']
['part_of', 'causes', 'location_of', 'isa']
['part_of', 'causes', 'complicates', 'part_of']
['location_of', 'inhibits', 'location_of', 'augments']
['location_of', 'coexists_with', 'coexists_with', 'occurs_in']
['location_of', 'causes', 'compared_with', 'inhibits']
['location_of', 'part_of', 'produces', 'affects']
['location_of', 'part_of', 'same_as', 'stimulates']
['location_of', 'complicates', 'affects', 'diagnoses']
['location_of', 'part_of', 'compared_with', 'stimulates']
['location_of', 'location_of', 'prevents', 'affects']
['location_of', 'part_of', 'location_of', 'coexists_with']
['location_of', 'produces']
['location_of', 'causes', 'occurs_in', 'causes']
['location_of', 'location_of', 'occurs_in', 'stimulates']
['location_of', 'interacts_with', 'associated_with', 'interacts_with']
['location_of', 'diagnoses', 'compared_with', 'same_as']
['location_of', 'complicates', 'causes', 'inhibits']
['location_of', 'causes', 'complicates', 'same_as']
['location_of', 'occurs_in', 'coexists_with', 'occurs_in']
['location_of', 'produces', 'affects', 'disrupts']
['location_of', 'diagnoses', 'isa', 'prevents']
['location_of', 'produces', 'causes', 'augments']
['location_of', 'part_of', 'prevents', 'prevents']
['location_of', 'associated_with', 'diagnoses', 'coexists_with']
['location_of', 'augments', 'affects', 'disrupts']
['location_of', 'part_of', 'compared_with', 'occurs_in']
['location_of', 'inhibits', 'prevents', 'associated_with']
['location_of', 'diagnoses']
['location_of', 'coexists_with', 'disrupts', 'diagnoses']
['location_of', 'augments', 'augments', 'location_of']
['location_of', 'disrupts', 'compared_with', 'location_of']
['location_of', 'associated_with', 'complicates', 'interacts_with']
['location_of', 'prevents']
['location_of', 'interacts_with', 'causes']
['location_of', 'treats', 'augments', 'causes']
['location_of', 'coexists_with', 'stimulates', 'disrupts']
['location_of', 'complicates', 'part_of']
['location_of', 'causes', 'causes', 'produces']
['location_of', 'augments', 'interacts_with', 'diagnoses']
['location_of', 'inhibits', 'disrupts', 'part_of']
['location_of', 'part_of', 'prevents', 'complicates']
['location_of', 'coexists_with', 'inhibits', 'augments']
['location_of', 'same_as', 'isa', 'same_as']
['location_of', 'compared_with', 'stimulates', 'complicates']
['location_of', 'interacts_with', 'treats', 'compared_with']
['location_of', 'augments', 'occurs_in', 'affects']
['location_of', 'associated_with', 'location_of', 'disrupts']
['location_of', 'complicates', 'causes', 'interacts_with']
['location_of', 'disrupts', 'same_as', 'associated_with']
['location_of', 'isa', 'inhibits', 'interacts_with']
['location_of', 'affects', 'isa', 'isa']
['location_of', 'produces', 'associated_with', 'occurs_in']
['location_of', 'inhibits']
['location_of']
['location_of', 'isa', 'produces', 'location_of']
['location_of', 'diagnoses', 'part_of', 'isa']
['location_of', 'stimulates', 'augments', 'coexists_with']
['location_of', 'occurs_in', 'treats']
['location_of', 'complicates', 'part_of', 'produces']
['location_of', 'produces', 'augments']
['location_of', 'diagnoses', 'occurs_in', 'affects']
['location_of', 'prevents', 'treats']
['location_of', 'interacts_with', 'location_of']
['location_of', 'occurs_in', 'interacts_with', 'part_of']
['location_of', 'affects', 'prevents', 'same_as']
['location_of', 'occurs_in', 'diagnoses', 'part_of']
['location_of', 'coexists_with', 'same_as', 'augments']
['location_of', 'causes', 'same_as', 'diagnoses']
['location_of', 'isa', 'affects', 'augments']
['location_of', 'causes', 'occurs_in', 'augments']
['location_of', 'compared_with', 'location_of', 'prevents']
['location_of', 'associated_with', 'stimulates', 'interacts_with']
['location_of', 'location_of', 'coexists_with', 'compared_with']
['location_of', 'affects', 'stimulates', 'inhibits']
['location_of', 'stimulates', 'location_of']
['location_of', 'compared_with', 'same_as', 'inhibits']
['location_of', 'associated_with', 'inhibits', 'interacts_with']
['location_of', 'inhibits', 'interacts_with', 'diagnoses']
['location_of', 'isa', 'treats', 'associated_with']
['location_of', 'disrupts', 'occurs_in', 'inhibits']
['location_of', 'occurs_in', 'compared_with', 'coexists_with']
['location_of', 'isa', 'treats', 'affects']
['location_of', 'diagnoses', 'part_of', 'interacts_with']
['location_of', 'augments', 'stimulates', 'causes']
['location_of', 'augments', 'causes', 'stimulates']
['location_of', 'part_of', 'complicates', 'causes']
['location_of', 'occurs_in', 'same_as', 'causes']
['location_of', 'same_as', 'inhibits', 'prevents']
['location_of', 'occurs_in', 'occurs_in', 'inhibits']
['location_of', 'affects', 'occurs_in', 'associated_with']
['location_of', 'location_of', 'interacts_with', 'coexists_with']
['location_of', 'location_of', 'associated_with', 'complicates']
['location_of', 'stimulates', 'coexists_with', 'occurs_in']
['location_of', 'location_of', 'compared_with', 'produces']
['location_of', 'location_of', 'occurs_in', 'interacts_with']
['location_of', 'compared_with', 'inhibits', 'prevents']
['location_of', 'location_of', 'same_as', 'produces']
['location_of', 'associated_with', 'stimulates', 'location_of']
['location_of', 'interacts_with', 'stimulates', 'occurs_in']
['location_of', 'inhibits', 'same_as', 'part_of']
['location_of', 'affects', 'affects', 'disrupts']
