['diagnoses', 'coexists_with', 'location_of', 'associated_with']
['isa', 'prevents', 'occurs_in', 'interacts_with']
['isa', 'coexists_with']
['isa', 'treats', 'treats', 'isa']
['isa', 'same_as', 'inhibits', 'part_of']
['isa', 'occurs_in', 'augments', 'coexists_with']
['isa', 'location_of', 'affects', 'affects']
['isa', 'augments', 'prevents', 'interacts_with']
['isa', 'augments', 'prevents', 'coexists_with']
['isa', 'same_as']
['isa', 'stimulates', 'affects', 'disrupts']
['isa', 'augments', 'occurs_in', 'affects']
['isa', 'causes', 'associated_with', 'treats']
['isa', 'augments', 'isa', 'part_of']
['isa', 'produces', 'location_of', 'causes']
['isa', 'associated_with', 'part_of', 'isa']
['isa', 'same_as', 'occurs_in', 'produces']
['isa', 'interacts_with', 'affects', 'inhibits']
['isa', 'augments', 'location_of', 'augments']
['isa', 'stimulates', 'produces', 'inhibits']
['isa', 'prevents', 'causes', 'complicates']
['isa', 'part_of', 'stimulates', 'diagnoses']
['isa', 'complicates', 'affects', 'prevents']
['isa', 'inhibits', 'augments', 'isa']
['isa', 'location_of', 'treats', 'inhibits']
['isa', 'causes', 'diagnoses', 'inhibits']
['isa', 'coexists_with', 'affects', 'diagnoses']
['isa', 'augments', 'occurs_in', 'causes']
['isa', 'compared_with', 'treats', 'prevents']
['isa', 'augments', 'treats', 'same_as']
['isa', 'treats', 'disrupts', 'coexists_with']
['isa', 'augments', 'isa', 'produces']
['isa', 'same_as', 'disrupts', 'causes']
['isa', 'part_of', 'interacts_with', 'same_as']
['isa', 'part_of', 'isa', 'coexists_with']
['isa', 'causes', 'coexists_with', 'associated_with']
['isa', 'inhibits', 'disrupts', 'associated_with']
['isa', 'interacts_with', 'complicates', 'treats']
['isa', 'treats', 'location_of', 'treats']
['isa', 'location_of', 'causes', 'augments']
['isa', 'stimulates', 'treats', 'inhibits']
['isa', 'stimulates', 'produces']
['isa', 'produces', 'disrupts', 'occurs_in']
['isa', 'coexists_with', 'causes', 'causes']
['isa', 'occurs_in', 'causes', 'part_of']
['isa', 'produces', 'occurs_in', 'augments']
['isa', 'augments', 'associated_with']
['isa', 'isa', 'location_of', 'produces']
['isa', 'complicates', 'occurs_in', 'occurs_in']
['isa', 'augments', 'isa', 'occurs_in']
['isa', 'affects', 'isa', 'causes']
['part_of', 'part_of', 'diagnoses', 'affects']
['part_of', 'occurs_in', 'isa', 'occurs_in']
['part_of', 'occurs_in', 'prevents', 'coexists_with']
['part_of', 'complicates', 'location_of', 'diagnoses']
['part_of', 'stimulates', 'stimulates', 'location_of']
['part_of', 'augments', 'diagnoses', 'coexists_with']
['part_of', 'part_of', 'prevents', 'treats']
['part_of', 'augments', 'part_of', 'occurs_in']
['part_of', 'same_as', 'part_of', 'coexists_with']
['part_of', 'compared_with', 'affects', 'inhibits']
['part_of', 'associated_with', 'disrupts', 'augments']
['part_of', 'causes', 'location_of', 'part_of']
['part_of', 'location_of', 'treats', 'affects']
['part_of', 'location_of', 'isa', 'part_of']
['part_of', 'affects', 'produces', 'inhibits']
['part_of', 'produces', 'location_of', 'produces']
['part_of', 'affects', 'augments', 'isa']
['part_of', 'associated_with', 'interacts_with', 'isa']
['part_of', 'location_of', 'inhibits', 'disrupts']
['part_of', 'causes', 'diagnoses', 'same_as']
['part_of', 'isa', 'causes', 'causes']
['part_of', 'occurs_in', 'causes', 'associated_with']
['part_of', 'isa', 'location_of', 'augments']
['part_of', 'diagnoses', 'coexists_with', 'augments']
['part_of', 'affects']
['part_of', 'associated_with', 'compared_with', 'treats']
['part_of', 'prevents', 'diagnoses', 'treats']
['part_of', 'coexists_with', 'location_of', 'part_of']
['part_of', 'diagnoses', 'compared_with', 'affects']
['part_of', 'produces', 'disrupts', 'prevents']
['part_of', 'occurs_in', 'prevents', 'affects']
['part_of', 'occurs_in', 'interacts_with']
['part_of', 'disrupts', 'diagnoses', 'diagnoses']
['part_of', 'causes', 'isa', 'disrupts']
['part_of', 'compared_with', 'occurs_in', 'part_of']
['part_of', 'affects', 'inhibits', 'same_as']
['part_of', 'location_of', 'prevents', 'prevents']
['part_of', 'location_of', 'occurs_in', 'inhibits']
['part_of', 'prevents', 'complicates', 'part_of']
['part_of', 'disrupts', 'location_of', 'disrupts']
['part_of', 'compared_with', 'produces', 'interacts_with']
['part_of', 'prevents', 'complicates', 'stimulates']
['part_of', 'diagnoses', 'stimulates', 'location_of']
['part_of', 'complicates', 'occurs_in', 'location_of']
['part_of', 'occurs_in', 'inhibits', 'same_as']
['part_of', 'disrupts', 'associated_with', 'part_of']
['part_of', 'occurs_in', 'occurs_in', 'isa']
['part_of', 'occurs_in', 'stimulates', 'inhibits']
['part_of']
['part_of', 'causes', 'location_of', 'augments']
['part_of', 'affects', 'disrupts', 'complicates']
['part_of', 'compared_with', 'augments', 'isa']
['part_of', 'diagnoses', 'treats', 'stimulates']
['part_of', 'complicates', 'produces', 'causes']
['part_of', 'occurs_in', 'isa', 'affects']
['part_of', 'stimulates', 'produces', 'same_as']
['part_of', 'associated_with', 'prevents', 'causes']
['part_of', 'affects', 'treats', 'complicates']
['part_of', 'associated_with', 'disrupts', 'associated_with']
['part_of', 'affects', 'diagnoses', 'part_of']
['part_of', 'causes', 'isa', 'diagnoses']
['part_of', 'inhibits', 'same_as', 'causes']
['part_of', 'affects', 'same_as', 'compared_with']
['part_of', 'part_of', 'diagnoses', 'produces']
['part_of', 'affects', 'stimulates', 'affects']
['part_of', 'diagnoses', 'same_as', 'part_of']
['part_of', 'same_as', 'location_of', 'location_of']
['part_of', 'occurs_in', 'produces', 'augments']
['part_of', 'associated_with', 'affects', 'complicates']
['part_of', 'compared_with', 'occurs_in', 'prevents']
['part_of', 'part_of', 'diagnoses', 'inhibits']
['part_of', 'inhibits', 'location_of', 'causes']
['part_of', 'affects', 'associated_with', 'produces']
['part_of', 'causes', 'same_as', 'isa']
['part_of', 'complicates', 'augments', 'occurs_in']
['part_of', 'coexists_with', 'causes', 'inhibits']
['part_of', 'diagnoses', 'augments', 'location_of']
['part_of', 'prevents', 'stimulates', 'compared_with']
['part_of', 'inhibits', 'complicates', 'treats']
['part_of', 'isa', 'causes', 'compared_with']
['part_of', 'affects', 'same_as', 'inhibits']
['part_of', 'associated_with', 'affects', 'diagnoses']
['part_of', 'compared_with', 'associated_with', 'produces']
['part_of', 'treats', 'interacts_with', 'disrupts']
['part_of', 'compared_with', 'part_of', 'same_as']
['part_of', 'compared_with', 'part_of', 'treats']
['part_of', 'stimulates', 'location_of', 'prevents']
['part_of', 'diagnoses', 'occurs_in', 'causes']
['part_of', 'occurs_in', 'diagnoses', 'coexists_with']
['part_of', 'inhibits', 'location_of', 'treats']
['part_of', 'stimulates', 'isa', 'diagnoses']
['part_of', 'complicates', 'isa', 'compared_with']
['part_of', 'prevents', 'augments', 'stimulates']
['part_of', 'coexists_with', 'same_as', 'part_of']
['part_of', 'occurs_in', 'augments', 'occurs_in']
['part_of', 'associated_with', 'coexists_with', 'part_of']
['part_of', 'location_of']
['part_of', 'coexists_with', 'occurs_in', 'location_of']
['part_of', 'coexists_with', 'part_of', 'location_of']
['location_of', 'occurs_in', 'disrupts', 'disrupts']
['location_of', 'same_as', 'same_as', 'causes']
['location_of', 'location_of', 'interacts_with', 'prevents']
['location_of', 'diagnoses']
['location_of', 'compared_with', 'augments', 'augments']
['location_of', 'location_of', 'location_of', 'treats']
['location_of', 'same_as', 'location_of', 'prevents']
['location_of', 'part_of', 'location_of', 'compared_with']
['location_of', 'same_as', 'treats', 'compared_with']
['location_of', 'associated_with', 'occurs_in', 'occurs_in']
['location_of', 'compared_with', 'compared_with', 'prevents']
['location_of', 'coexists_with', 'occurs_in', 'stimulates']
['location_of', 'occurs_in', 'augments', 'coexists_with']
['location_of', 'compared_with', 'affects', 'location_of']
['location_of', 'augments', 'same_as', 'same_as']
['location_of', 'stimulates', 'prevents', 'causes']
['location_of', 'inhibits', 'causes', 'occurs_in']
['location_of', 'disrupts', 'stimulates', 'complicates']
['location_of', 'associated_with', 'complicates', 'location_of']
['location_of', 'treats', 'produces', 'location_of']
['location_of', 'complicates', 'inhibits', 'stimulates']
['location_of', 'coexists_with', 'stimulates', 'occurs_in']
['location_of', 'inhibits', 'compared_with', 'location_of']
['location_of', 'same_as', 'prevents', 'diagnoses']
['location_of', 'affects', 'treats', 'occurs_in']
['location_of', 'part_of', 'augments', 'compared_with']
['location_of', 'isa', 'treats', 'coexists_with']
['location_of', 'causes', 'diagnoses', 'location_of']
['location_of', 'treats', 'augments', 'complicates']
['location_of', 'same_as', 'inhibits', 'treats']
['location_of', 'part_of', 'prevents', 'causes']
['location_of', 'diagnoses', 'augments', 'part_of']
['location_of', 'produces', 'affects', 'disrupts']
['location_of', 'compared_with', 'interacts_with', 'augments']
['location_of', 'complicates', 'compared_with', 'produces']
['location_of', 'same_as', 'isa', 'prevents']
['location_of', 'location_of', 'stimulates', 'treats']
['location_of', 'same_as', 'same_as', 'part_of']
['location_of', 'inhibits', 'coexists_with', 'stimulates']
['location_of', 'associated_with', 'augments', 'stimulates']
['location_of', 'isa', 'same_as', 'causes']
['location_of', 'coexists_with', 'treats', 'treats']
['location_of', 'location_of', 'affects', 'diagnoses']
['location_of', 'location_of', 'compared_with', 'produces']
['location_of', 'augments', 'treats', 'disrupts']
['location_of', 'compared_with', 'produces', 'location_of']
['location_of', 'isa', 'same_as', 'coexists_with']
['location_of', 'disrupts', 'inhibits', 'treats']
['location_of', 'same_as', 'inhibits', 'same_as']
['location_of', 'causes', 'produces', 'same_as']
['location_of', 'location_of', 'augments', 'treats']
['location_of', 'inhibits']
['location_of', 'stimulates', 'isa', 'treats']
['location_of', 'prevents', 'prevents', 'produces']
['location_of', 'stimulates', 'causes', 'causes']
['location_of', 'affects', 'occurs_in', 'stimulates']
['location_of', 'complicates', 'inhibits', 'affects']
['location_of', 'interacts_with', 'compared_with', 'produces']
['location_of', 'diagnoses', 'compared_with', 'complicates']
['location_of', 'isa', 'disrupts', 'compared_with']
['location_of', 'interacts_with', 'same_as', 'causes']
['location_of', 'part_of', 'stimulates', 'compared_with']
['location_of', 'occurs_in', 'treats', 'causes']
['location_of', 'occurs_in', 'isa', 'occurs_in']
['location_of', 'coexists_with', 'treats', 'diagnoses']
['location_of', 'coexists_with', 'interacts_with', 'disrupts']
['location_of']
['location_of', 'isa', 'occurs_in', 'interacts_with']
['location_of', 'treats', 'inhibits', 'inhibits']
['location_of', 'associated_with', 'prevents', 'augments']
['location_of', 'causes', 'associated_with', 'coexists_with']
['location_of', 'affects', 'isa', 'coexists_with']
['location_of', 'interacts_with', 'complicates', 'compared_with']
['location_of', 'affects', 'disrupts', 'stimulates']
['location_of', 'isa', 'treats', 'associated_with']
['location_of', 'inhibits', 'augments', 'inhibits']
['location_of', 'isa', 'treats', 'stimulates']
['location_of', 'interacts_with', 'same_as', 'isa']
['location_of', 'prevents', 'stimulates', 'produces']
['location_of', 'coexists_with', 'isa', 'treats']
['location_of', 'causes', 'augments', 'causes']
['location_of', 'interacts_with', 'coexists_with', 'isa']
['location_of', 'same_as', 'causes', 'disrupts']
['location_of', 'inhibits', 'affects', 'stimulates']
['location_of', 'prevents']
['location_of', 'location_of', 'same_as', 'disrupts']
['location_of', 'part_of', 'part_of', 'coexists_with']
['location_of', 'compared_with', 'disrupts', 'associated_with']
['location_of', 'causes', 'disrupts', 'occurs_in']
['location_of', 'coexists_with', 'part_of', 'produces']
['location_of', 'associated_with', 'interacts_with', 'augments']
['location_of', 'prevents', 'prevents', 'coexists_with']
['location_of', 'inhibits', 'compared_with', 'causes']
['location_of', 'associated_with', 'part_of', 'interacts_with']
['location_of', 'location_of', 'associated_with', 'coexists_with']
['location_of', 'treats', 'inhibits', 'same_as']
['location_of', 'coexists_with', 'compared_with', 'location_of']
['location_of', 'associated_with', 'part_of', 'isa']
