['diagnoses', 'location_of', 'causes', 'location_of']
['isa', 'coexists_with', 'treats', 'complicates']
['isa', 'part_of', 'stimulates', 'complicates']
['isa', 'inhibits', 'treats', 'affects']
['isa', 'produces', 'same_as', 'stimulates']
['isa', 'produces', 'location_of', 'location_of']
['isa', 'produces', 'inhibits', 'location_of']
['isa', 'prevents', 'complicates', 'diagnoses']
['isa', 'same_as', 'stimulates', 'stimulates']
['isa', 'affects', 'compared_with', 'diagnoses']
['isa', 'treats', 'affects', 'stimulates']
['isa', 'isa', 'causes', 'prevents']
['isa', 'causes', 'prevents', 'occurs_in']
['isa']
['isa', 'part_of', 'associated_with', 'produces']
['isa', 'causes', 'prevents', 'part_of']
['isa', 'affects', 'compared_with', 'disrupts']
['isa', 'affects', 'location_of', 'isa']
['isa', 'causes', 'compared_with', 'affects']
['isa', 'compared_with', 'interacts_with', 'isa']
['isa', 'disrupts', 'same_as', 'affects']
['isa', 'same_as', 'augments', 'location_of']
['isa', 'diagnoses', 'compared_with', 'causes']
['isa', 'part_of']
['isa', 'same_as', 'affects', 'affects']
['isa', 'disrupts', 'produces', 'coexists_with']
['isa', 'stimulates', 'associated_with', 'affects']
['isa', 'occurs_in', 'occurs_in', 'augments']
['isa', 'prevents', 'location_of', 'causes']
['isa', 'isa', 'produces', 'part_of']
['isa', 'produces', 'isa', 'compared_with']
['isa', 'location_of', 'stimulates', 'diagnoses']
['isa', 'stimulates']
['isa', 'augments', 'diagnoses', 'inhibits']
['isa', 'interacts_with', 'interacts_with', 'location_of']
['isa', 'location_of', 'disrupts', 'isa']
['isa', 'part_of', 'occurs_in', 'diagnoses']
['isa', 'associated_with', 'location_of', 'interacts_with']
['isa', 'part_of', 'causes', 'interacts_with']
['isa', 'produces', 'compared_with', 'associated_with']
['isa', 'inhibits', 'stimulates', 'prevents']
['isa', 'same_as']
['isa', 'complicates', 'part_of', 'complicates']
['isa', 'associated_with', 'augments', 'location_of']
['isa', 'diagnoses', 'isa', 'produces']
['isa', 'part_of', 'associated_with', 'location_of']
['isa', 'produces', 'augments', 'stimulates']
['isa', 'produces', 'part_of', 'stimulates']
['isa', 'complicates', 'augments', 'complicates']
['isa', 'prevents', 'diagnoses', 'coexists_with']
['isa', 'occurs_in', 'part_of', 'associated_with']
['isa', 'same_as', 'compared_with', 'disrupts']
['isa', 'produces', 'complicates', 'complicates']
['isa', 'stimulates', 'location_of', 'location_of']
['isa', 'inhibits', 'prevents', 'interacts_with']
['isa', 'complicates', 'prevents', 'compared_with']
['isa', 'coexists_with', 'stimulates', 'prevents']
['isa', 'prevents', 'compared_with', 'location_of']
['isa', 'coexists_with', 'prevents', 'same_as']
['isa', 'associated_with', 'produces', 'augments']
['isa', 'prevents', 'produces', 'location_of']
['isa', 'diagnoses', 'prevents', 'produces']
['isa', 'prevents', 'augments', 'coexists_with']
['isa', 'coexists_with', 'stimulates', 'causes']
['isa', 'causes', 'stimulates', 'augments']
['isa', 'part_of', 'interacts_with', 'coexists_with']
['isa', 'produces', 'prevents', 'affects']
['isa', 'augments', 'location_of', 'same_as']
['isa', 'causes', 'produces', 'augments']
['isa', 'location_of', 'same_as', 'location_of']
['isa', 'prevents', 'augments', 'produces']
['isa', 'augments', 'disrupts', 'inhibits']
['isa', 'same_as', 'coexists_with', 'interacts_with']
['isa', 'disrupts', 'prevents', 'coexists_with']
['isa', 'part_of', 'causes', 'occurs_in']
['isa', 'causes', 'interacts_with', 'location_of']
['isa', 'treats', 'occurs_in', 'compared_with']
['isa', 'isa', 'occurs_in', 'diagnoses']
['isa', 'causes', 'part_of', 'coexists_with']
['isa', 'disrupts', 'coexists_with', 'affects']
['isa', 'location_of', 'produces', 'disrupts']
['part_of', 'isa', 'associated_with', 'diagnoses']
['part_of', 'isa', 'produces', 'isa']
['part_of']
['part_of', 'augments', 'augments', 'prevents']
['part_of', 'prevents', 'compared_with', 'affects']
['part_of', 'causes', 'interacts_with', 'interacts_with']
['part_of', 'isa', 'inhibits', 'causes']
['part_of', 'part_of', 'augments', 'same_as']
['part_of', 'inhibits', 'associated_with', 'produces']
['part_of', 'coexists_with', 'produces', 'coexists_with']
['part_of', 'part_of', 'associated_with', 'produces']
['part_of', 'complicates', 'disrupts', 'stimulates']
['part_of', 'occurs_in', 'compared_with', 'inhibits']
['part_of', 'compared_with', 'produces', 'same_as']
['part_of', 'isa']
['part_of', 'associated_with', 'augments', 'same_as']
['part_of', 'same_as', 'stimulates', 'complicates']
['part_of', 'coexists_with', 'coexists_with', 'causes']
['part_of', 'treats', 'isa', 'inhibits']
['part_of', 'diagnoses', 'stimulates', 'interacts_with']
['part_of', 'augments', 'compared_with', 'occurs_in']
['part_of', 'interacts_with', 'part_of', 'occurs_in']
['part_of', 'causes']
['part_of', 'inhibits', 'interacts_with', 'associated_with']
['part_of', 'augments', 'prevents', 'stimulates']
['part_of', 'complicates', 'produces', 'causes']
['part_of', 'treats', 'coexists_with', 'isa']
['part_of', 'compared_with', 'produces', 'augments']
['part_of', 'inhibits', 'treats', 'coexists_with']
['part_of', 'occurs_in', 'stimulates', 'compared_with']
['part_of', 'diagnoses', 'part_of', 'treats']
['part_of', 'location_of', 'complicates', 'produces']
['part_of', 'interacts_with', 'stimulates', 'interacts_with']
['part_of', 'part_of', 'occurs_in', 'diagnoses']
['part_of', 'stimulates', 'compared_with', 'associated_with']
['part_of', 'coexists_with', 'affects', 'occurs_in']
['part_of', 'coexists_with', 'stimulates', 'complicates']
['part_of', 'produces', 'treats', 'same_as']
['part_of', 'treats', 'complicates', 'causes']
['part_of', 'occurs_in', 'diagnoses', 'interacts_with']
['part_of', 'diagnoses', 'diagnoses', 'diagnoses']
['part_of', 'diagnoses', 'diagnoses', 'stimulates']
['part_of', 'affects', 'prevents', 'treats']
['part_of', 'disrupts', 'occurs_in', 'associated_with']
['part_of', 'diagnoses', 'isa', 'location_of']
['part_of', 'inhibits', 'inhibits', 'disrupts']
['part_of', 'affects', 'diagnoses', 'stimulates']
['part_of', 'stimulates', 'produces', 'coexists_with']
['part_of', 'location_of', 'treats', 'affects']
['part_of', 'stimulates', 'part_of']
['part_of', 'produces', 'diagnoses', 'causes']
['part_of', 'part_of', 'same_as', 'augments']
['part_of', 'same_as', 'treats', 'associated_with']
['part_of', 'interacts_with', 'interacts_with', 'stimulates']
['part_of', 'occurs_in', 'treats', 'stimulates']
['part_of', 'compared_with', 'inhibits', 'occurs_in']
['part_of', 'produces', 'produces', 'associated_with']
['part_of', 'causes', 'associated_with', 'inhibits']
['part_of', 'isa', 'causes', 'coexists_with']
['part_of', 'diagnoses', 'prevents', 'diagnoses']
['part_of', 'coexists_with', 'location_of', 'associated_with']
['part_of', 'produces', 'produces', 'diagnoses']
['part_of', 'part_of', 'compared_with', 'augments']
['part_of', 'isa', 'stimulates', 'stimulates']
['part_of', 'coexists_with', 'coexists_with', 'diagnoses']
['part_of', 'isa', 'occurs_in', 'same_as']
['part_of', 'complicates', 'inhibits', 'inhibits']
['part_of', 'prevents', 'produces', 'location_of']
['part_of', 'occurs_in', 'augments', 'coexists_with']
['part_of', 'occurs_in', 'same_as', 'compared_with']
['part_of', 'disrupts', 'complicates', 'treats']
['part_of', 'coexists_with', 'part_of', 'same_as']
['part_of', 'disrupts', 'affects']
['part_of', 'prevents', 'causes', 'inhibits']
['part_of', 'location_of', 'causes', 'disrupts']
['part_of', 'disrupts', 'coexists_with', 'stimulates']
['part_of', 'prevents', 'location_of', 'inhibits']
['part_of', 'causes', 'disrupts', 'part_of']
['part_of', 'part_of', 'diagnoses', 'compared_with']
['part_of', 'isa', 'disrupts', 'coexists_with']
['part_of', 'interacts_with', 'treats', 'interacts_with']
['part_of', 'associated_with', 'coexists_with', 'causes']
['part_of', 'inhibits', 'same_as', 'stimulates']
['part_of', 'causes', 'affects', 'part_of']
['part_of', 'prevents', 'inhibits', 'interacts_with']
['part_of', 'treats']
['part_of', 'augments', 'associated_with', 'complicates']
['part_of', 'associated_with', 'inhibits']
['part_of', 'produces', 'complicates', 'augments']
['part_of', 'part_of', 'inhibits', 'prevents']
['part_of', 'prevents', 'coexists_with', 'coexists_with']
['part_of', 'complicates', 'coexists_with', 'compared_with']
['part_of', 'same_as', 'complicates', 'inhibits']
['part_of', 'part_of', 'produces', 'compared_with']
['part_of', 'isa', 'disrupts', 'produces']
['part_of', 'coexists_with', 'inhibits', 'compared_with']
['part_of', 'affects', 'produces', 'occurs_in']
['part_of', 'associated_with', 'affects', 'occurs_in']
['location_of', 'diagnoses', 'compared_with', 'occurs_in']
['location_of', 'inhibits', 'augments', 'interacts_with']
['location_of', 'diagnoses']
['location_of', 'causes', 'location_of', 'stimulates']
['location_of', 'part_of', 'inhibits', 'stimulates']
['location_of', 'diagnoses', 'occurs_in', 'causes']
['location_of', 'disrupts', 'prevents', 'causes']
['location_of', 'prevents', 'prevents', 'disrupts']
['location_of', 'occurs_in', 'stimulates', 'complicates']
['location_of', 'same_as', 'associated_with', 'augments']
['location_of', 'interacts_with', 'disrupts', 'disrupts']
['location_of', 'stimulates', 'augments', 'part_of']
['location_of', 'augments', 'complicates', 'prevents']
['location_of', 'isa', 'inhibits', 'disrupts']
['location_of', 'occurs_in', 'augments']
['location_of', 'interacts_with', 'occurs_in', 'disrupts']
['location_of', 'part_of', 'interacts_with', 'inhibits']
['location_of', 'causes', 'coexists_with', 'isa']
['location_of', 'produces', 'disrupts', 'stimulates']
['location_of', 'disrupts', 'affects', 'prevents']
['location_of', 'location_of', 'location_of', 'disrupts']
['location_of', 'causes', 'location_of', 'affects']
['location_of', 'occurs_in', 'isa', 'disrupts']
['location_of', 'compared_with', 'inhibits', 'location_of']
['location_of', 'same_as', 'associated_with', 'interacts_with']
['location_of', 'occurs_in', 'same_as', 'augments']
['location_of', 'inhibits', 'location_of', 'part_of']
['location_of', 'same_as', 'treats', 'complicates']
['location_of', 'affects', 'complicates', 'stimulates']
['location_of', 'causes', 'interacts_with', 'inhibits']
['location_of', 'treats', 'prevents', 'interacts_with']
['location_of', 'coexists_with', 'inhibits', 'inhibits']
['location_of', 'interacts_with', 'complicates', 'occurs_in']
['location_of', 'occurs_in', 'disrupts', 'disrupts']
['location_of', 'prevents']
['location_of', 'isa', 'augments', 'part_of']
['location_of', 'location_of', 'affects', 'disrupts']
['location_of', 'associated_with', 'complicates', 'isa']
['location_of', 'same_as', 'affects', 'part_of']
['location_of', 'interacts_with', 'affects', 'complicates']
['location_of', 'part_of', 'treats', 'coexists_with']
['location_of']
['location_of', 'disrupts', 'causes', 'interacts_with']
['location_of', 'produces', 'compared_with', 'prevents']
['location_of', 'location_of', 'complicates', 'inhibits']
['location_of', 'complicates', 'location_of', 'prevents']
['location_of', 'location_of', 'affects', 'prevents']
['location_of', 'part_of', 'complicates', 'interacts_with']
['location_of', 'compared_with', 'treats', 'produces']
['location_of', 'causes', 'compared_with', 'affects']
['location_of', 'isa', 'disrupts', 'interacts_with']
['location_of', 'part_of', 'interacts_with', 'associated_with']
['location_of', 'part_of', 'produces', 'compared_with']
['location_of', 'produces', 'occurs_in', 'location_of']
['location_of', 'prevents', 'coexists_with', 'complicates']
['location_of', 'part_of', 'treats', 'augments']
['location_of', 'interacts_with', 'interacts_with', 'inhibits']
['location_of', 'interacts_with', 'stimulates', 'diagnoses']
['location_of', 'location_of', 'stimulates', 'augments']
['location_of', 'coexists_with', 'complicates', 'associated_with']
['location_of', 'part_of', 'augments', 'diagnoses']
['location_of', 'isa', 'causes']
['location_of', 'causes', 'disrupts', 'augments']
['location_of', 'inhibits', 'prevents', 'prevents']
['location_of', 'diagnoses', 'interacts_with', 'prevents']
['location_of', 'produces', 'augments', 'treats']
['location_of', 'coexists_with', 'compared_with', 'interacts_with']
['location_of', 'causes', 'coexists_with', 'treats']
['location_of', 'augments', 'produces', 'isa']
['location_of', 'same_as', 'stimulates', 'augments']
['location_of', 'causes', 'causes', 'stimulates']
['location_of', 'affects', 'produces', 'disrupts']
['location_of', 'occurs_in', 'occurs_in', 'location_of']
['location_of', 'causes', 'disrupts', 'affects']
['location_of', 'prevents', 'associated_with', 'interacts_with']
['location_of', 'location_of', 'inhibits', 'produces']
['location_of', 'isa', 'isa', 'prevents']
['location_of', 'associated_with', 'prevents', 'location_of']
['location_of', 'inhibits', 'treats', 'diagnoses']
['location_of', 'interacts_with', 'compared_with', 'location_of']
['location_of', 'coexists_with', 'produces', 'inhibits']
['location_of', 'produces', 'occurs_in', 'causes']
['location_of', 'part_of', 'interacts_with', 'coexists_with']
['location_of', 'affects', 'coexists_with', 'causes']
['location_of', 'stimulates', 'produces', 'affects']
['location_of', 'part_of', 'same_as', 'interacts_with']
['location_of', 'complicates', 'same_as', 'augments']
['location_of', 'complicates', 'interacts_with', 'inhibits']
['location_of', 'disrupts', 'prevents', 'part_of']
['location_of', 'causes', 'diagnoses', 'inhibits']
['location_of', 'compared_with', 'associated_with', 'disrupts']
['location_of', 'disrupts', 'inhibits', 'prevents']
['location_of', 'occurs_in', 'produces', 'occurs_in']
['location_of', 'stimulates', 'augments', 'produces']
['location_of', 'disrupts', 'causes', 'causes']
['location_of', 'inhibits', 'affects', 'part_of']
['location_of', 'treats', 'inhibits', 'inhibits']
['location_of', 'disrupts', 'coexists_with', 'complicates']
['location_of', 'complicates', 'isa', 'isa']
['location_of', 'part_of', 'complicates', 'same_as']
