['diagnoses', 'stimulates', 'associated_with', 'part_of']
['isa', 'complicates', 'location_of', 'augments']
['isa', 'location_of', 'associated_with', 'isa']
['isa', 'affects', 'affects', 'interacts_with']
['isa', 'complicates', 'associated_with', 'treats']
['isa', 'associated_with', 'augments', 'inhibits']
['isa', 'compared_with', 'disrupts', 'stimulates']
['isa', 'isa', 'coexists_with', 'associated_with']
['isa', 'prevents', 'causes', 'occurs_in']
['isa', 'complicates', 'treats', 'affects']
['isa', 'occurs_in', 'part_of', 'disrupts']
['isa']
['isa', 'interacts_with', 'causes', 'coexists_with']
['isa', 'associated_with', 'causes', 'isa']
['isa', 'prevents', 'isa', 'same_as']
['isa', 'complicates', 'produces', 'part_of']
['isa', 'part_of', 'complicates', 'augments']
['isa', 'stimulates', 'same_as', 'associated_with']
['isa', 'coexists_with', 'diagnoses', 'part_of']
['isa', 'augments', 'prevents', 'isa']
['isa', 'occurs_in', 'occurs_in', 'stimulates']
['isa', 'same_as', 'isa', 'interacts_with']
['isa', 'occurs_in', 'produces', 'produces']
['isa', 'diagnoses', 'associated_with', 'inhibits']
['isa', 'complicates', 'coexists_with', 'affects']
['isa', 'causes', 'complicates', 'disrupts']
['isa', 'diagnoses', 'causes', 'coexists_with']
['isa', 'prevents', 'treats', 'interacts_with']
['isa', 'interacts_with']
['isa', 'produces', 'part_of', 'disrupts']
['isa', 'occurs_in', 'interacts_with', 'occurs_in']
['isa', 'augments', 'diagnoses', 'diagnoses']
['isa', 'affects', 'compared_with', 'complicates']
['isa', 'diagnoses', 'stimulates', 'causes']
['isa', 'disrupts', 'complicates', 'disrupts']
['isa', 'isa', 'same_as', 'coexists_with']
['isa', 'affects', 'diagnoses', 'augments']
['isa', 'interacts_with', 'diagnoses', 'prevents']
['isa', 'diagnoses', 'disrupts', 'produces']
['isa', 'complicates', 'occurs_in', 'augments']
['isa', 'prevents', 'stimulates']
['isa', 'affects', 'occurs_in', 'prevents']
['isa', 'coexists_with', 'diagnoses', 'prevents']
['isa', 'part_of']
['isa', 'location_of', 'stimulates', 'produces']
['part_of', 'part_of', 'treats', 'affects']
['part_of', 'stimulates', 'part_of', 'disrupts']
['part_of', 'location_of', 'interacts_with']
['part_of', 'inhibits', 'same_as', 'affects']
['part_of', 'same_as', 'produces', 'causes']
['part_of', 'diagnoses', 'location_of', 'isa']
['part_of', 'complicates', 'associated_with', 'produces']
['part_of', 'augments', 'location_of', 'inhibits']
['part_of', 'isa', 'location_of', 'prevents']
['part_of', 'prevents', 'isa', 'complicates']
['part_of', 'coexists_with', 'stimulates', 'occurs_in']
['part_of', 'causes', 'coexists_with', 'associated_with']
['part_of', 'isa', 'part_of', 'location_of']
['part_of', 'stimulates', 'produces', 'associated_with']
['part_of', 'prevents', 'causes', 'location_of']
['part_of', 'causes', 'affects', 'compared_with']
['part_of', 'causes', 'inhibits', 'coexists_with']
['part_of', 'produces', 'part_of', 'prevents']
['part_of', 'interacts_with', 'causes', 'associated_with']
['part_of', 'coexists_with', 'inhibits', 'affects']
['part_of', 'disrupts', 'disrupts', 'diagnoses']
['part_of', 'produces', 'causes', 'causes']
['part_of', 'inhibits', 'same_as', 'associated_with']
['part_of', 'compared_with', 'stimulates', 'prevents']
['part_of', 'occurs_in', 'location_of', 'diagnoses']
['part_of', 'coexists_with', 'affects', 'inhibits']
['part_of', 'compared_with', 'part_of', 'location_of']
['part_of', 'produces', 'associated_with', 'occurs_in']
['part_of', 'augments', 'produces', 'disrupts']
['part_of', 'treats', 'coexists_with', 'isa']
['part_of', 'compared_with', 'location_of', 'augments']
['part_of', 'interacts_with', 'occurs_in', 'causes']
['part_of', 'diagnoses', 'stimulates', 'disrupts']
['part_of', 'treats', 'associated_with', 'compared_with']
['part_of', 'compared_with']
['part_of', 'inhibits', 'coexists_with', 'causes']
['part_of', 'interacts_with', 'interacts_with', 'location_of']
['part_of', 'stimulates', 'inhibits', 'complicates']
['part_of', 'causes', 'augments', 'compared_with']
['part_of', 'compared_with', 'disrupts', 'associated_with']
['part_of', 'coexists_with', 'isa', 'affects']
['part_of', 'coexists_with', 'isa', 'compared_with']
['part_of', 'compared_with', 'associated_with', 'augments']
['part_of', 'location_of', 'isa', 'causes']
['part_of', 'complicates', 'stimulates', 'complicates']
['part_of', 'causes', 'treats', 'complicates']
['part_of', 'prevents', 'causes', 'occurs_in']
['part_of', 'affects', 'coexists_with', 'produces']
['part_of', 'complicates', 'coexists_with', 'treats']
['part_of', 'location_of', 'stimulates', 'interacts_with']
['part_of']
['part_of', 'disrupts', 'diagnoses']
['part_of', 'stimulates', 'inhibits', 'same_as']
['part_of', 'same_as', 'complicates', 'produces']
['part_of', 'part_of', 'causes', 'produces']
['part_of', 'location_of', 'location_of', 'part_of']
['part_of', 'augments', 'complicates', 'complicates']
['part_of', 'compared_with', 'complicates', 'associated_with']
['part_of', 'same_as', 'treats', 'interacts_with']
['part_of', 'associated_with', 'inhibits', 'produces']
['part_of', 'augments', 'same_as', 'compared_with']
['part_of', 'inhibits', 'produces', 'coexists_with']
['part_of', 'compared_with', 'stimulates', 'augments']
['part_of', 'occurs_in', 'treats', 'coexists_with']
['part_of', 'stimulates', 'diagnoses', 'occurs_in']
['part_of', 'isa']
['part_of', 'inhibits', 'coexists_with', 'associated_with']
['part_of', 'produces', 'interacts_with', 'associated_with']
['part_of', 'interacts_with', 'same_as', 'disrupts']
['part_of', 'inhibits', 'isa', 'part_of']
['part_of', 'isa', 'stimulates', 'diagnoses']
['part_of', 'complicates', 'coexists_with', 'produces']
['part_of', 'diagnoses', 'same_as', 'disrupts']
['part_of', 'complicates', 'affects']
['part_of', 'coexists_with', 'associated_with', 'stimulates']
['part_of', 'treats', 'prevents', 'coexists_with']
['part_of', 'compared_with', 'isa', 'produces']
['part_of', 'augments', 'prevents', 'causes']
['part_of', 'part_of', 'part_of', 'part_of']
['part_of', 'compared_with', 'causes', 'diagnoses']
['part_of', 'diagnoses', 'stimulates', 'diagnoses']
['part_of', 'stimulates', 'compared_with', 'associated_with']
['part_of', 'part_of', 'diagnoses', 'same_as']
['part_of', 'same_as', 'isa', 'part_of']
['part_of', 'produces', 'stimulates', 'isa']
['part_of', 'complicates', 'affects', 'produces']
['part_of', 'causes', 'location_of']
['part_of', 'inhibits', 'augments', 'produces']
['part_of', 'prevents', 'prevents', 'prevents']
['part_of', 'associated_with', 'produces', 'compared_with']
['part_of', 'disrupts', 'augments', 'coexists_with']
['part_of', 'location_of', 'stimulates', 'inhibits']
['part_of', 'location_of', 'same_as']
['part_of', 'treats', 'isa', 'interacts_with']
['part_of', 'isa', 'isa', 'associated_with']
['location_of', 'treats', 'location_of', 'disrupts']
['location_of', 'part_of', 'treats', 'isa']
['location_of', 'prevents', 'stimulates', 'augments']
['location_of', 'affects', 'disrupts', 'interacts_with']
['location_of', 'disrupts', 'interacts_with', 'same_as']
['location_of', 'treats', 'interacts_with', 'affects']
['location_of', 'stimulates', 'prevents', 'occurs_in']
['location_of', 'affects', 'occurs_in', 'same_as']
['location_of', 'complicates', 'associated_with', 'diagnoses']
['location_of', 'same_as', 'part_of', 'prevents']
['location_of', 'isa']
['location_of', 'diagnoses', 'affects', 'prevents']
['location_of', 'complicates', 'complicates', 'isa']
['location_of', 'part_of', 'stimulates', 'compared_with']
['location_of', 'occurs_in', 'causes', 'complicates']
['location_of', 'same_as', 'complicates', 'prevents']
['location_of', 'stimulates', 'disrupts', 'stimulates']
['location_of', 'occurs_in']
['location_of', 'prevents', 'part_of', 'location_of']
['location_of', 'associated_with', 'diagnoses', 'produces']
['location_of', 'same_as', 'occurs_in', 'diagnoses']
['location_of', 'part_of', 'location_of', 'prevents']
['location_of', 'compared_with', 'compared_with', 'interacts_with']
['location_of', 'location_of', 'prevents', 'same_as']
['location_of', 'part_of']
['location_of', 'same_as', 'location_of', 'compared_with']
['location_of', 'augments', 'diagnoses', 'causes']
['location_of', 'diagnoses', 'causes', 'prevents']
['location_of', 'causes', 'compared_with', 'compared_with']
['location_of', 'causes', 'stimulates', 'produces']
['location_of', 'prevents', 'disrupts', 'stimulates']
['location_of', 'treats', 'part_of', 'treats']
['location_of', 'treats', 'treats', 'associated_with']
['location_of', 'occurs_in', 'complicates', 'part_of']
['location_of', 'associated_with', 'associated_with', 'diagnoses']
['location_of', 'occurs_in', 'prevents', 'isa']
['location_of', 'disrupts', 'location_of', 'associated_with']
['location_of', 'part_of', 'affects', 'treats']
['location_of', 'complicates', 'interacts_with', 'location_of']
['location_of', 'stimulates', 'causes', 'inhibits']
['location_of', 'isa', 'complicates', 'location_of']
['location_of', 'causes', 'stimulates', 'associated_with']
['location_of', 'location_of', 'prevents', 'compared_with']
['location_of', 'part_of', 'compared_with', 'diagnoses']
['location_of', 'location_of', 'augments', 'occurs_in']
['location_of', 'disrupts', 'complicates', 'disrupts']
['location_of', 'associated_with', 'location_of', 'disrupts']
['location_of', 'occurs_in', 'associated_with', 'stimulates']
['location_of', 'coexists_with', 'same_as']
['location_of', 'associated_with', 'produces', 'diagnoses']
['location_of', 'stimulates', 'isa', 'prevents']
['location_of']
['location_of', 'diagnoses', 'prevents', 'inhibits']
['location_of', 'coexists_with', 'complicates', 'isa']
['location_of', 'location_of', 'disrupts', 'part_of']
['location_of', 'produces', 'isa', 'causes']
['location_of', 'inhibits', 'interacts_with', 'augments']
['location_of', 'prevents', 'produces', 'causes']
['location_of', 'disrupts', 'produces', 'produces']
['location_of', 'isa', 'isa', 'location_of']
['location_of', 'same_as', 'location_of', 'isa']
['location_of', 'prevents', 'diagnoses', 'coexists_with']
['location_of', 'isa', 'stimulates', 'coexists_with']
['location_of', 'treats', 'location_of', 'treats']
['location_of', 'compared_with', 'part_of', 'inhibits']
['location_of', 'occurs_in', 'affects', 'associated_with']
['location_of', 'causes']
['location_of', 'prevents', 'stimulates', 'inhibits']
['location_of', 'interacts_with', 'location_of', 'location_of']
['location_of', 'inhibits', 'coexists_with', 'compared_with']
['location_of', 'compared_with']
['location_of', 'treats', 'inhibits', 'produces']
['location_of', 'augments', 'coexists_with', 'associated_with']
['location_of', 'associated_with', 'causes', 'prevents']
['location_of', 'stimulates', 'interacts_with', 'stimulates']
['location_of', 'disrupts', 'diagnoses', 'part_of']
['location_of', 'disrupts', 'causes', 'augments']
['location_of', 'augments', 'inhibits']
['location_of', 'same_as', 'produces']
['location_of', 'complicates', 'coexists_with', 'location_of']
['location_of', 'compared_with', 'diagnoses', 'affects']
['location_of', 'diagnoses', 'associated_with', 'prevents']
['location_of', 'location_of']
['location_of', 'stimulates', 'prevents', 'compared_with']
['location_of', 'part_of', 'interacts_with', 'occurs_in']
['location_of', 'compared_with', 'diagnoses', 'coexists_with']
['location_of', 'inhibits', 'treats', 'occurs_in']
['location_of', 'part_of', 'diagnoses', 'affects']
['location_of', 'part_of', 'complicates', 'part_of']
['location_of', 'treats', 'prevents', 'isa']
['location_of', 'isa', 'compared_with', 'compared_with']
['location_of', 'augments', 'complicates', 'augments']
['location_of', 'associated_with', 'diagnoses', 'causes']
['location_of', 'inhibits', 'prevents', 'causes']
['location_of', 'coexists_with']
