['diagnoses', 'causes', 'causes', 'augments']
['isa', 'associated_with', 'associated_with', 'treats']
['isa', 'causes', 'part_of', 'associated_with']
['isa', 'coexists_with', 'diagnoses', 'associated_with']
['isa']
['isa', 'occurs_in', 'stimulates', 'part_of']
['isa', 'produces', 'same_as', 'same_as']
['isa', 'augments', 'produces', 'part_of']
['isa', 'produces', 'augments', 'location_of']
['isa', 'diagnoses', 'causes', 'diagnoses']
['isa', 'diagnoses', 'produces', 'part_of']
['isa', 'diagnoses', 'occurs_in', 'complicates']
['isa', 'inhibits', 'part_of', 'stimulates']
['isa', 'inhibits', 'treats', 'treats']
['isa', 'compared_with', 'occurs_in', 'occurs_in']
['isa', 'same_as', 'complicates', 'coexists_with']
['isa', 'coexists_with', 'part_of', 'affects']
['isa', 'augments', 'complicates', 'compared_with']
['isa', 'compared_with', 'same_as', 'produces']
['isa', 'occurs_in', 'augments', 'stimulates']
['isa', 'occurs_in']
['isa', 'interacts_with', 'same_as', 'isa']
['isa', 'part_of', 'diagnoses', 'coexists_with']
['isa', 'augments', 'produces', 'location_of']
['isa', 'part_of', 'interacts_with']
['isa', 'diagnoses', 'complicates', 'same_as']
['isa', 'interacts_with', 'produces', 'inhibits']
['isa', 'prevents', 'produces']
['isa', 'augments', 'disrupts', 'augments']
['isa', 'inhibits', 'occurs_in', 'compared_with']
['part_of', 'coexists_with', 'stimulates', 'part_of']
['part_of', 'interacts_with', 'isa', 'same_as']
['part_of', 'disrupts', 'diagnoses', 'associated_with']
['part_of', 'coexists_with', 'part_of', 'augments']
['part_of', 'causes', 'isa', 'isa']
['part_of', 'produces', 'location_of', 'compared_with']
['part_of', 'complicates', 'compared_with', 'isa']
['part_of', 'treats', 'coexists_with', 'produces']
['part_of', 'inhibits', 'produces', 'diagnoses']
['part_of', 'occurs_in', 'affects', 'stimulates']
['part_of', 'interacts_with', 'stimulates', 'inhibits']
['part_of', 'interacts_with', 'inhibits', 'stimulates']
['part_of', 'associated_with', 'compared_with', 'coexists_with']
['part_of', 'stimulates']
['part_of', 'inhibits', 'augments', 'coexists_with']
['part_of', 'causes', 'affects', 'compared_with']
['part_of', 'occurs_in', 'affects', 'complicates']
['part_of', 'treats', 'disrupts', 'treats']
['part_of', 'treats', 'location_of']
['part_of', 'causes']
['part_of', 'prevents', 'occurs_in', 'part_of']
['part_of', 'inhibits', 'interacts_with', 'causes']
['part_of']
['part_of', 'coexists_with', 'augments', 'complicates']
['part_of', 'part_of', 'produces', 'disrupts']
['part_of', 'diagnoses', 'associated_with', 'causes']
['part_of', 'prevents', 'causes', 'occurs_in']
['part_of', 'augments', 'stimulates', 'prevents']
['part_of', 'diagnoses', 'inhibits', 'interacts_with']
['part_of', 'disrupts']
['part_of', 'part_of', 'interacts_with', 'disrupts']
['part_of', 'disrupts', 'complicates', 'associated_with']
['part_of', 'same_as', 'affects', 'causes']
['part_of', 'produces', 'stimulates', 'coexists_with']
['part_of', 'interacts_with', 'occurs_in', 'produces']
['part_of', 'affects', 'produces', 'compared_with']
['part_of', 'disrupts', 'associated_with', 'causes']
['part_of', 'location_of', 'prevents', 'complicates']
['part_of', 'prevents']
['part_of', 'location_of', 'disrupts', 'disrupts']
['part_of', 'augments', 'disrupts', 'location_of']
['part_of', 'prevents', 'stimulates', 'occurs_in']
['part_of', 'isa', 'coexists_with', 'isa']
['part_of', 'augments', 'part_of', 'compared_with']
['part_of', 'diagnoses', 'part_of', 'same_as']
['part_of', 'produces', 'interacts_with', 'augments']
['part_of', 'diagnoses', 'augments', 'coexists_with']
['part_of', 'same_as', 'occurs_in', 'same_as']
['part_of', 'diagnoses', 'causes', 'treats']
['part_of', 'inhibits', 'isa', 'stimulates']
['part_of', 'treats', 'compared_with', 'produces']
['part_of', 'affects']
['part_of', 'compared_with', 'affects', 'interacts_with']
['part_of', 'stimulates', 'location_of', 'stimulates']
['part_of', 'causes', 'isa', 'associated_with']
['part_of', 'associated_with', 'causes', 'associated_with']
['part_of', 'complicates', 'occurs_in', 'inhibits']
['part_of', 'disrupts', 'part_of', 'inhibits']
['part_of', 'coexists_with', 'augments', 'inhibits']
['part_of', 'affects', 'augments', 'interacts_with']
['part_of', 'inhibits', 'affects', 'treats']
['part_of', 'disrupts', 'interacts_with', 'affects']
['part_of', 'disrupts', 'produces', 'inhibits']
['part_of', 'causes', 'diagnoses', 'associated_with']
['part_of', 'augments', 'interacts_with', 'compared_with']
['part_of', 'causes', 'coexists_with', 'disrupts']
['part_of', 'isa', 'causes', 'part_of']
['part_of', 'prevents', 'same_as', 'affects']
['part_of', 'treats', 'augments', 'interacts_with']
['part_of', 'prevents', 'interacts_with']
['part_of', 'diagnoses', 'part_of', 'disrupts']
['part_of', 'complicates', 'coexists_with', 'part_of']
['part_of', 'same_as', 'location_of', 'disrupts']
['part_of', 'produces', 'occurs_in', 'occurs_in']
['part_of', 'produces', 'causes', 'location_of']
['part_of', 'occurs_in', 'stimulates', 'coexists_with']
['part_of', 'treats', 'prevents', 'produces']
['part_of', 'part_of', 'part_of', 'stimulates']
['part_of', 'interacts_with', 'stimulates', 'associated_with']
['part_of', 'compared_with', 'produces', 'augments']
['part_of', 'treats', 'compared_with']
['part_of', 'augments', 'augments', 'same_as']
['part_of', 'complicates', 'disrupts', 'part_of']
['part_of', 'same_as', 'coexists_with', 'treats']
['part_of', 'associated_with', 'affects', 'diagnoses']
['part_of', 'prevents', 'affects', 'augments']
['part_of', 'compared_with', 'isa', 'location_of']
['part_of', 'coexists_with', 'isa', 'compared_with']
['part_of', 'prevents', 'diagnoses', 'augments']
['part_of', 'complicates', 'stimulates', 'treats']
['part_of', 'complicates', 'complicates', 'occurs_in']
['part_of', 'same_as', 'coexists_with', 'associated_with']
['part_of', 'produces', 'causes', 'treats']
['part_of', 'isa', 'complicates', 'prevents']
['part_of', 'part_of', 'occurs_in', 'complicates']
['part_of', 'coexists_with', 'part_of', 'location_of']
['part_of', 'prevents', 'associated_with', 'affects']
['location_of', 'part_of']
['location_of', 'produces', 'interacts_with', 'stimulates']
['location_of', 'diagnoses', 'isa', 'interacts_with']
['location_of', 'same_as', 'produces', 'diagnoses']
['location_of', 'complicates', 'prevents']
['location_of', 'complicates', 'treats', 'prevents']
['location_of', 'same_as', 'causes', 'coexists_with']
['location_of', 'disrupts', 'treats', 'occurs_in']
['location_of', 'complicates', 'produces', 'augments']
['location_of', 'coexists_with', 'associated_with', 'isa']
['location_of', 'diagnoses', 'prevents', 'isa']
['location_of', 'prevents', 'prevents', 'affects']
['location_of', 'affects', 'location_of']
['location_of', 'same_as', 'interacts_with', 'augments']
['location_of', 'occurs_in', 'causes', 'associated_with']
['location_of', 'inhibits', 'associated_with', 'complicates']
['location_of', 'inhibits', 'inhibits', 'treats']
['location_of', 'associated_with', 'coexists_with', 'associated_with']
['location_of', 'affects', 'stimulates', 'treats']
['location_of', 'location_of', 'part_of', 'affects']
['location_of', 'stimulates', 'stimulates', 'location_of']
['location_of', 'diagnoses', 'causes', 'same_as']
['location_of', 'prevents', 'treats', 'produces']
['location_of', 'occurs_in', 'stimulates', 'inhibits']
['location_of', 'associated_with', 'part_of', 'affects']
['location_of', 'augments', 'treats', 'disrupts']
['location_of', 'compared_with', 'stimulates', 'interacts_with']
['location_of', 'occurs_in', 'diagnoses']
['location_of', 'treats', 'disrupts', 'interacts_with']
['location_of', 'associated_with', 'affects', 'treats']
['location_of', 'prevents', 'associated_with', 'isa']
['location_of', 'location_of', 'inhibits', 'isa']
['location_of', 'compared_with', 'treats', 'inhibits']
['location_of', 'same_as', 'stimulates', 'diagnoses']
['location_of', 'causes', 'augments', 'augments']
['location_of', 'augments', 'occurs_in', 'augments']
['location_of', 'treats', 'complicates', 'prevents']
['location_of', 'compared_with', 'part_of', 'produces']
['location_of', 'interacts_with', 'inhibits', 'location_of']
['location_of', 'part_of', 'diagnoses', 'same_as']
['location_of', 'complicates', 'produces', 'treats']
['location_of', 'part_of', 'diagnoses', 'inhibits']
['location_of', 'coexists_with']
['location_of', 'occurs_in', 'same_as', 'associated_with']
['location_of', 'complicates', 'affects', 'affects']
['location_of', 'interacts_with', 'augments', 'associated_with']
['location_of', 'causes', 'isa', 'compared_with']
['location_of', 'augments', 'complicates', 'complicates']
['location_of', 'treats']
['location_of', 'interacts_with', 'coexists_with', 'diagnoses']
['location_of', 'interacts_with', 'treats', 'prevents']
['location_of', 'affects', 'diagnoses', 'affects']
['location_of', 'inhibits', 'coexists_with', 'causes']
['location_of', 'interacts_with', 'inhibits', 'inhibits']
['location_of', 'affects', 'interacts_with', 'treats']
['location_of', 'coexists_with', 'inhibits', 'prevents']
['location_of', 'coexists_with', 'stimulates', 'causes']
['location_of', 'isa', 'inhibits', 'diagnoses']
['location_of', 'augments', 'location_of', 'isa']
['location_of', 'associated_with', 'coexists_with', 'coexists_with']
['location_of']
['location_of', 'produces', 'diagnoses', 'diagnoses']
['location_of', 'causes', 'associated_with', 'coexists_with']
['location_of', 'complicates', 'inhibits', 'interacts_with']
['location_of', 'affects', 'produces', 'complicates']
['location_of', 'treats', 'coexists_with', 'treats']
['location_of', 'disrupts']
['location_of', 'stimulates', 'prevents', 'compared_with']
['location_of', 'interacts_with', 'associated_with', 'affects']
['location_of', 'augments', 'augments', 'inhibits']
['location_of', 'complicates', 'causes', 'causes']
['location_of', 'augments', 'produces', 'prevents']
['location_of', 'same_as', 'compared_with']
['location_of', 'disrupts', 'affects', 'affects']
['location_of', 'disrupts', 'augments', 'occurs_in']
['location_of', 'coexists_with', 'diagnoses', 'interacts_with']
['location_of', 'interacts_with']
['location_of', 'associated_with', 'causes', 'treats']
['location_of', 'treats', 'interacts_with', 'compared_with']
['location_of', 'causes', 'affects', 'affects']
['location_of', 'interacts_with', 'stimulates', 'diagnoses']
['location_of', 'compared_with', 'occurs_in', 'associated_with']
['location_of', 'isa', 'prevents', 'associated_with']
['location_of', 'isa', 'disrupts', 'compared_with']
['location_of', 'causes', 'coexists_with', 'stimulates']
['location_of', 'occurs_in', 'associated_with', 'treats']
['location_of', 'affects', 'occurs_in']
['location_of', 'location_of', 'disrupts', 'augments']
['location_of', 'location_of', 'interacts_with', 'stimulates']
['location_of', 'occurs_in', 'interacts_with', 'isa']
['location_of', 'inhibits', 'augments', 'occurs_in']
['location_of', 'affects', 'part_of', 'augments']
['location_of', 'stimulates', 'affects', 'interacts_with']
['location_of', 'occurs_in', 'interacts_with', 'causes']
['location_of', 'diagnoses', 'same_as', 'inhibits']
['location_of', 'stimulates', 'coexists_with', 'associated_with']
['location_of', 'compared_with', 'isa', 'associated_with']
